AffairShortId,AffairTitle,VoteDate,VoteMeaningYes,VoteMeaningNo
20144192,Sortir les médecins-conseils du dilemme,Sep 29 2016,Annahme des Postulates,Ablehnung des Postulats
20144193,Soumettre l'acquisition du nouveau jet du Conseil fédéral à la législation sur les marchés publics,Mar 10 2016,Annahme der Motion,Ablehnung der Motion
20144210,Accueil de nuit d'urgence. Mesures prises ou à envisager,Dec 14 2016,Annahme des Postulates,Ablehnung des Postulats
20144217,Exclure la viande aux hormones de nos étals,Dec 14 2016,Annahme der Motion,Ablehnung der Motion
20144219,Renégocier et adapter l'accord sur la libre circulation,Sep 27 2016,Annahme der Motion,Ablehnung der Motion
20144229,Avertisseurs de radars. Suppression de l'interdiction,Sep 21 2016,Annahme der Motion,Ablehnung der Motion
20144242,"Imposition d'après la dépense. Harmoniser les règles, renforcer les contrôles",Sep 22 2016,Annahme der Motion,Ablehnung der Motion
20144244,"Il faut sauver le Cantique suisse""!""",Dec 14 2016,Annahme der Motion,Ablehnung der Motion
20144252,Secrétariat d'Etat pour les questions familiales,Dec 14 2016,Annahme der Motion,Ablehnung der Motion
20144256,Méthode de calcul du taux d'invalidité. Faire en sorte que les personnes à bas revenus ne soient plus pénalisées,Dec 14 2016,Annahme des Postulates,Ablehnung des Postulats
20144258,Mention des connaissances linguistiques dans les certificats fédéraux de capacité,Feb 29 2016,Annahme des Postulates,Ablehnung des Postulats
20144265,Du lait frais suisse pour les soldats de notre armée,Mar 10 2016,Annahme der Motion,Ablehnung der Motion
20144270,Encourager la production de fourrures suisses,Dec 14 2016,Annahme des Postulates,Ablehnung des Postulats
20144273,Convention de Minamata. Interdire l'exportation de mercure,Sep 21 2016,Annahme der Motion,Ablehnung der Motion
20144278,Appliquer le principe de causalité aux frais de recouvrement. Préciser l'article 106 CO,Sep 27 2016,Annahme der Motion,Ablehnung der Motion
20144288,Subsides de la Confédération destinés à réduire les primes de l'assurance-maladie. Nouveau mécanisme de répartition,Dec 14 2016,Annahme der Motion,Ablehnung der Motion
20144291,Domaine ambulatoire de l'assurance obligatoire des soins. Garantir la qualité des soins et imposer la transparence,Dec 14 2016,Annahme der Motion,Ablehnung der Motion
20144292,Prise en charge des prestations fournies par les EMS. Un peu de bon sens,Dec 14 2016,Annahme der Motion,Ablehnung der Motion
20144296,"Encourager l'économie participative, l'encadrer et anticiper les défis à venir",Feb 29 2016,Annahme des Postulates,Ablehnung des Postulats
20144301,Pour une étude sur les effets du nouveau droit du nom,Sep 27 2016,Annahme des Postulates,Ablehnung des Postulats
20144302,Pour une interdiction efficace du financement du terrorisme en Suisse,Sep 27 2016,Annahme der Motion,Ablehnung der Motion
20150017,Programme d'armement 2015,Dec 15 2015,Annahme der Vorlage,Ablehnung der Vorlage
20150017,Programme d'armement 2015,Dec 15 2015,Antrag der Mehrheit (Eintreten),Antrag der Minderheit Fridez (Nichteintreten)
20150017,Programme d'armement 2015,Dec 15 2015,Antrag der Mehrheit,Antrag der Minderheit II Büchler 
20150017,Programme d'armement 2015,Dec 15 2015,Antrag der Mehrheit (und Minderheit II Büchler),Antrag der Minderheit I Fridez
20150017,Programme d'armement 2015,Dec 15 2015,Zustimmung zum Art. 2 nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20150018,Loi sur le libre passage. Droits en cas de choix de la stratégie de placement par l'assuré,Dec 18 2015,Annahme der Vorlage,Ablehnung der Vorlage
20150020,LAMal. Pilotage du domaine ambulatoire,Dec 18 2015,Annahme der Vorlage,Ablehnung der Vorlage
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Zustimmung zum Art. 6 nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit Fluri
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit I Grossen Jürg
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit II Allemann
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit II Wobmann
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016, Konzept der Mehrheit,Antrag der Minderheit I Allemann
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit II Grossen Jürg
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit (keine Rückweisung),Antrag der Minderheit Rytz Regula (Rückweisung an den BR)
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit (Nichteintreten),Antrag der Minderheit Burkart (Eintreten)
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Sep 30 2016,Annahme der Vorlage,Ablehnung der Vorlage
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Sep 21 2016,Antrag der Mehrheit (festhalten),Antrag der Minderheit Candinas (gemäss SR/BR)
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Sep 21 2016,Antrag der Mehrheit (festhalten),Antrag der Minderheit Allemann (gemäss SR)
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit III Rytz Regula
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Kommission,Antrag Glättli
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit, Antrag der Minderheit Rytz Regula
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit Wobmann
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Annahme der Vorlage,Ablehnung der Vorlage
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit I Allemann und des Bundesrates
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit II Giezendanner
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit Rytz Regula und des Bundesrates
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit Hardegger
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit Giezendanner
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Antrag der Mehrheit,Antrag der Minderheit Allemann
20150023,Fonds pour les routes nationales et le trafic d'agglomération (FORTA). Comblement du déficit et mise en oeuvre du programme de développement stratégique des routes nationales,Jun 15 2016,Zustimmung zum Ordnungsantrag,Ablehnung des Ordnungsantrages
20150025,Loi sur la TVA. Révision partielle,Sep 30 2016,Annahme der Vorlage,Ablehnung der Vorlage
20150025,Loi sur la TVA. Révision partielle,Sep 19 2016,Antrag der Mehrheit,Antrag der Minderheit I Birrer-Heimo
20150025,Loi sur la TVA. Révision partielle,Sep 19 2016,Antrag der Minderheit I Birrer-Heimo,Antrag der Minderheit II Müller Leo
20150025,Loi sur la TVA. Révision partielle,Jun 14 2016,Antrag der Kommission,Anträge Aeschi/Bigler (= streichen)
20150025,Loi sur la TVA. Révision partielle,Jun 14 2016,Antrag der Mehrheit (= gemäss SR),Antrag der Minderheit Ritter (= gemäss geltendem Recht)
20150025,Loi sur la TVA. Révision partielle,Jun 14 2016,Antrag der Mehrheit (Festhalten = streichen),Antrag der Minderheit Müller Leo (= gemäss Ständerat)
20150025,Loi sur la TVA. Révision partielle,Jun 14 2016,Antrag der Kommission (=festhalten),Antrag Grin (gemäss SR)
20150025,Loi sur la TVA. Révision partielle,Jun 14 2016,"Antrag der Mehrheit (= gemäss SR, streichen)","Antrag der Minderheit Birrer-Heimo (= Festhalten, gemäss BR)"
20150028,Loi sur l'imposition des huiles minérales. Révision partielle,Mar 18 2016,Annahme der Vorlage,Ablehnung der Vorlage
20150029,Loi sur les douanes. Révision partielle,Mar 18 2016,Annahme der Vorlage,Ablehnung der Vorlage
20150029,Loi sur les douanes. Révision partielle,Dec 15 2015,Annahme der Vorlage,Ablehnung der Vorlage
20150029,Loi sur les douanes. Révision partielle,Dec 15 2015,Antrag der Mehrheit,Antrag der Minderheit Graf-Litscher
20150030,Convention de sauvegarde des droits de l'homme et des libertés fondamentales. Protocole no 15. Approbation,Mar 18 2016,Annahme der Vorlage,Ablehnung der Vorlage
20150033,CC. Protection de l’enfant,Nov 28 2017,Proposition de la majorité (selon CE et CF),Proposition de la minorité Schwander 
20150033,CC. Protection de l’enfant,Nov 28 2017,Proposition de la majorité (Eintreten) ,Proposition de la minorité Nidegger  (Nichteintreten)
20150033,CC. Protection de l’enfant,Nov 28 2017,Proposition de la majorité,Proposition de la minorité Nidegger
20150033,CC. Protection de l’enfant,Nov 28 2017,Proposition de la majorité (selon CE et CF),Proposition de la minorité Nidegger
20150033,CC. Protection de l’enfant,Nov 28 2017,Proposition de la majorité,Proposition de la minorité Nidegger 
20150033,CC. Protection de l’enfant,Dec 15 2017,Adopter le projet,Rejeter le projet
20150033,CC. Protection de l’enfant,Nov 28 2017,Proposition de la majorité (biffer),Proposition de la minorité Bauer et CF
20150033,CC. Protection de l’enfant,Nov 28 2017,Proposition de la majorité (selon CE et CF),Proposition de la minorité Schwander
20150033,CC. Protection de l’enfant,Dec 12 2017,Proposition de la majorité (maintenir) ,Proposition de la minorité Arslan (selon CE)
20150033,CC. Protection de l’enfant,Nov 28 2017,Adopter le projet,Rejeter le projet
20150033,CC. Protection de l’enfant,Nov 28 2017,Proposition de la majorité (selon CE),Proposition de la minorité Schwander
20150033,CC. Protection de l’enfant,Apr 26 2016,Antrag der Mehrheit (Nichteintreten),Antrag der Minderheit Amherd (Eintreten)
20150034,CO. Droit du registre du commerce,Mar 01 2017,Antrag der Mehrheit,Antrag der Minderheit Schwander (festhalten)
20150034,CO. Droit du registre du commerce,Dec 14 2016,Antrag der Mehrheit,Antrag der Minderheit Pardini
20150034,CO. Droit du registre du commerce,Dec 14 2016,Antrag der Mehrheit,Antrag der Minderheit Gössi (gemäss Bundesrat)
20150034,CO. Droit du registre du commerce,Mar 17 2017,Annahme der Vorlage,Ablehnung der Vorlage
20150034,CO. Droit du registre du commerce,Mar 15 2017,Antrag der Mehrheit (gemäss SR),Antrag der Minderheit Vogt (festhalten)
20150034,CO. Droit du registre du commerce,Dec 14 2016,Annahme der Vorlage,Ablehnung der Vorlage
20150036,FIPOI. Aides financières à la reconstruction du FISCR à Genève,Nov 30 2015,Annahme der Vorlage,Ablehnung der Vorlage
20150036,FIPOI. Aides financières à la reconstruction du FISCR à Genève,Nov 30 2015,Antrag der Kommission (keine Rückweisung),Antrag Frehner (Rückweisung an den Bundesrat)
